"Nome","População","Bandeira","Coat of Arms","Endereço"
"Tupanci do Sul-RS","1 447","","","Avenida Luís Panisson, 781 – Tupanci do Sul – RS – CEP: 99878-000"
"Tupanatinga-PE","27 304","","","Rua Santos Dumont, 55 – Tupanatinga – PE – CEP: 56540-000"
"Tupaciguara-MG","25 470","","","PCA ANTONIO ALVES DE FARIA, s/n –  – Tupaciguara – MG – CEP: 38430-000"
"Tupã-SP","75 264","","","Praça da Bandeira, 800 – Tupã – SP – CEP: 17600-900"
"Tuntum-MA","36 251","","","Rua Frederico Coelho, 411 – Tuntum – MA – CEP: 65763-000"
"Tuneiras do Oeste-PR","8 067","","","Rua Santa Catarina, 409 – Tuneiras do Oeste – PR – CEP: 87450-000"
"Tunas-RS","4 585","","","Rua das Matrizes, 192 – Tunas – RS – CEP: 99330-000"
"Tunas do Paraná-PR","6 258","","","Rua Eros Ruppel Abdalla, 198 – Centro – Tunas do Paraná – PR – CEP: 83480-000"
"Tunápolis-SC","4 633","","","Rua João Castilho, 111 – Tunápolis – SC – CEP: 89898-000"
"Tumiritinga-MG","6 732","","","Avenida Amazonas, 864 – Tumiritinga – MG – CEP: 35125-000"
"Tuiuti-SP","6 977","","","Rua Zeferino de Lima, 117 – Tuiuti – SP – CEP: 12930-000"
"Tufilândia-MA","5 507","","","Rua do Comércio, s/n – Tufilândia – MA – CEP: 65378-000"
"Tucuruí-PA","116 605","","","Travessa Raimundo Ribeiro de Souza, 1 – Tucuruí – PA – CEP: 68456-180"
"Tucunduva-RS","5 612","","","Rua Santa Rosa, 520 – Tucunduva – RS – CEP: 98930-000"
"Tucumã-PA","40 136","","","Rua do Café, s/n – Tucumã – PA – CEP: 68385-000"
"Tucano-BA","48 736","","","Avenida Antônio Carlos Magalhães, 184 – Tucano – BA – CEP: 48790-000"
"Tubarão-SC","104 937","","","Rua Felipe Schimidt, 108 – Tubarão – SC – CEP: 88701-180"
"Trombudo Central-SC","6 554","","","Praça Arthur Siewerdt, 1 – Trombudo Central – SC – CEP: 89176-000"
"Trombas-GO","3120","","","Avenida Tiradentes, 9697 – Trombas – GO – CEP: 76460-000"
"Trizidela do Vale-MA","22 112","","","Avenida Dep Carlos Melo, 1670  – Trizidela do Vale – MA – CEP: 65727-000"
"Triunfo-RS","30 159","","","Rua XV de Novembro, 15 – Triunfo – RS – CEP: 95840-000"
"Triunfo-PE","15 221","","","Avenida José Veríssimo dos Santos, 365 – Triunfo – PE – CEP: 56870-000"
"Triunfo-PB","9 223","","","Avenida José Duarte de Sá, 19 – Triunfo – PB – CEP: 58920-000"
"Triunfo Potiguar-RN","3 195","","","Rua Antônio Balbino, 84 – Triunfo Potiguar – RN – CEP: 59685-000"
"Trindade-PE","30 521","","","Avenida Central Sul, 567 – Trindade – PE – CEP: 56250-000"
"Trindade-GO","142 431","","","Praça Constantino Xavier, 330 – Trindade – GO – CEP: 75380-000"
"Trindade do Sul-RS","5 781","","","Rua Alecrim, 120 – Trindade do Sul – RS – CEP: 99615-000"
"Treze Tílias-SC","7 840","","","Praça Ministro Andreas Thaler, 25 – Treze Tílias – SC – CEP: 89650-000"
"Treze de Maio-SC","6 877","","","Avenida 7 de Setembro, 20 – Treze de Maio – SC – CEP: 88710-000"
"Treviso-SC","3 556","","","Avenida Prof José Abatti, 258 – Treviso – SC – CEP: 88862-000"
"Três Rios-RJ","82 468","","","Praça São Sebastião, 81 – Três Rios – RJ – CEP: 25808-110"
"Três Ranchos-GO","2 819","","","Avenida Coronel Levino Lopes, 17 – Três Ranchos – GO – CEP: 75720-000"
"Três Pontas-MG","57 127","","","Praça John Kennedy 82 – Três Pontas – MG – CEP: 37190-000"
"Três Passos-RS","23 799","","","Avenida Santos Dumont, 75 – Três Passos – RS – CEP: 98600-000"
"Três Palmeiras-RS","4 232","","","Praça 12 de maio, 763 – Centro – Três Palmeiras – RS – CEP: 99675-000"
"Três Marias-MG","31 687","","","Praça Castelo Branco, 3 – Três Marias – MG – CEP: 39205-000"
"Três Lagoas-MS","123 281","","","Avenida Capitão Olinto Manssini 667 – Três Lagoas – MS – CEP: 79601-090"
"Três Fronteiras-SP","5 832","","","Avenida Ana Rocha de Oliveira, 548 – Três Fronteiras – SP – CEP: 15770-000"
"Três Forquilhas-RS","2 643","","","Avenida dos Imigrantes, 4123 – Três Forquilhas – RS – CEP: 95575-000"
"Três de Maio-RS","23 846","","","Rua Minas Gerais, 46 – Cx Postal 9 – Três de Maio – RS – CEP: 98910-000"
"Três Coroas-RS","28 948","","","Avenida João Correa, 380 – Três Coroas – RS – CEP: 95660-000"
"Três Corações-MG","75 485","","","Rua Cel Alfredo Silva Junqueira, 57 – Três Corações – MG – CEP: 37410-000"
"Três Cachoeiras-RS","11 174","","","Rua João Cardoso Rolim, 985 – Três Cachoeiras – RS – CEP: 95580-000"
"Três Barras-SC","19 746","","","Avenida Sta Catarina, 616 – Três Barras – SC – CEP: 89490-000"
"Três Barras do Paraná-PR","11 824","","","Avenida Brasil, 245 – Três Barras do Paraná – PR – CEP: 85485-000"
"Três Arroios-RS","2 620","","","Rua João Zahner, 155 – Três Arroios – RS – CEP: 99725-000"
"Tremembé-SP","51173","","","Rua 7 de Setembro, 701 – Tremembé – SP – CEP: 12120-000"
"Tremedal-BA","16 394","","","Praça Leonel Pereira, 10 – Tremedal – BA – CEP: 45170-000"
"Travesseiro-RS","2 331","","","Rua 20 de Março, 337 – Travesseiro – RS – CEP: 95948-000"
"Tramandaí-RS","54 387","","","Avenida da Igreja, 346 – Tramandaí – RS – CEP: 95590-000"
"Trajano de Moraes-RJ","10302","","","Praça Waldemar Magalhães 5, Trajano de Moraes - RJ, 28750-000"
"Trairi-CE","54 177","","","Rua Raimundo Nonato Ribeiro 176 – Trairi – CE – CEP: 62690-000"
"Trairão-PA","19 168","","","Avenida Fernando vilhon, s/n – Trairão – PA – CEP: 68198-000"
"Traipu-AL","27 934","","","Praça Conego Ribeiro, 60 – Traipu – AL – CEP: 57370-000"
"Tracunhaém-PE","13 547","","","Rua 7 de Setembro, 295 – Tracunhaém – PE – CEP: 55805-000"
"Tracuateua-PA","31549","","","Avenida Mario Nogueira de Sousa – Tracuateua – PA – CEP: 68647-000"
"Trabiju-SP","1 445","","","– Trabiju – SP – CEP:"
"Touros-RN","33 035","","","Praça Bom Jesus, 28 – Touros – RN – CEP: 59584-000"
"Torrinha-SP","9 935","","","Rua José Antunes, 900 – Torrinha – SP – CEP: 17360-000"
"Torres-RS","39 381","","","Rua Júlio de Castilhos, 707 – Torres – RS – CEP: 95560-000"
"Torre de Pedra-SP","2 422","","","Rua Emídio Dias de Camargo, 93 – Torre de Pedra – SP – CEP: 18265-000"
"Toropi-RS","2 753","","","Rua Fernando Ferrari, 235 – Toropi – RS – CEP: 97418-000"
"Torixoréu-MT","4 164","","","Rua XV de Novembro, 16 – Torixoreu – MT – CEP: 78695-000"
"Toritama-PE","45 219","","","Rua João Chagas, s/n – Toritama – PE – CEP: 55125-000"
"Tonantins-AM","19 247","","","Rua Leopoldo Peres, s/n – Tonantins – AM – CEP: 69685-000"
"Tomé-Açu-PA","64 030","","","Avenida Três Poderes, 738 – Tomé-Açu – PA – CEP: 68680-000"
"Tombos-MG","8 201","","","Praça Cel Quintão, 5 – Tombos – MG – CEP: 36844-000"
"Tomazina-PR","8 788","","","Rodovia Avelino Antonio Vieira, 117 – Tomazina – PR – CEP: 84935-000"
"Tomar do Geru-SE","13 192","","","Praça Getúlio Vargas, 284 – Tomar do Geru – SE – CEP: 49280-000"
"Toledo-PR","150 470","","","Rua Raimundo Leonardi, 1586 – Toledo – PR – CEP: 85900-110"
"Toledo-MG","7 214","","","Praça Pres Vargas, 8 – Toledo – MG – CEP: 37630-000"
"Tocos do Moji-MG","3 950","","","Rua Antonio Mariano da Silva, 36 – Tocos do Moji – MG – CEP: 37563-000"
"Tocantins-MG","16 567","","","Avenida Pe Macário, 129 – Tocantins – MG – CEP: 36512-000"
"Tocantinópolis-TO","22 820","","","Rua da Estrela, 303 – Tocantinópolis – TO – CEP: 77900-000"
"Tocantínia-TO","7 688","","","Avenida Tocantins, 220 – Tocantínia – TO – CEP: 77640-000"
"Tobias Barreto-SE","50 905","","","Praça Dom José Tomaz, s/n – Tobias Barreto – SE – CEP: 49300-000"
"Tiros-MG","6 871","","","Praça Santo Antônio, 170 – Tiros – MG – CEP: 38880-000"
"Tiradentes-MG","7 744","","","Rua Resende Costa 71 – Tiradentes – MG – CEP: 36325-000"
"Tiradentes do Sul-RS","5 532","","","Avenida Tiradentes, 1090 – Tiradentes do Sul – RS – CEP: 98680-000"
"Tio Hugo-RS","3 078","","","Rua Rio de Janeiro, 175 – Tio Hugo – RS – CEP: 99345-000"
"Timóteo-MG","81 579","","","Avenida Acesita, 3230 – Timóteo – MG – CEP: 35182-901"
"Timon-MA","174 465","","","Praça São José, s/n – Timon – MA – CEP: 65630-160"
"Timburi-SP","2 646","","","Rua 15 de Novembro, 467 – Timburi – SP – CEP: 18860-000"
"Timbó-SC","44 238","","","Avenida Getúlio Vargas, 700 – Timbó – SC – CEP: 89120-000"
"Timbó Grande-SC","9 856","","","Rua Santa Cecília, 385 – Timbó Grande – SC – CEP: 89545-000"
"Timbiras-MA","29 124","","","Rua José Antônio Francis, 15 – Timbiras – MA – CEP: 65420-000"
"Timbé do Sul-SC","5 379","","","Rua Pref Aristides José Bom, 215 – Timbé do Sul – SC – CEP: 88940-000"
"Timbaúba-PE","54 004","","","Rua Dr Alcebíades, 276 – Timbaúba – PE – CEP: 55870-000"
"Timbaúba dos Batistas-RN","2 428","","","Rua Rui Barbosa, 45 – Timbaúba dos Batistas – RN – CEP: 59320-000"
"Tijucas-SC","38 407","","","Rua Cel Buchelle, 1 – Tijucas – SC – CEP: 88200-000"
"Tijucas do Sul-PR","14 526","","","Rua XV de Novembro, 1458 – Tijucas do Sul – PR – CEP: 83190-000"
"Tigrinhos-SC","1 757","","","Rua Felipe Baczinski, s/n – Tigrinhos – SC – CEP: 89875-000"
"Tietê-SP","37 663","","","Praça Dr José Augusto Correa, 1 – Tietê – SP – CEP: 18530-000"
"Tibau-RN","5 382","","","Rua da Jangada, 10 – Tibau – RN – CEP: 59678-000"
"Tibau do Sul-RN","14 440","","","Rua Dr Hélio Galvão, 122 – Tibau do Sul – RN – CEP: 59178-000"
"Tibagi-PR","20 607","","","Praça Edmund Mercer, 34 – Tibagi – PR – CEP: 84300-000"
"Tianguá-CE","81 656","","","Avenida Moises Moita 785 – Tianguá – CE – CEP: 62320-000"
"Theobroma-RO","10 348","","","Avenida João Batista Figueiredo, s/n – Theobroma – RO – CEP: 76866-000"
"Teutônia-RS","34 275","","","Avenida 1 Oeste, 878 – Teutônia – RS – CEP: 95890-000"
"Tesouro-MT","3 025","","","Rua Humberto Marcílio, 158 – Tesouro – MT – CEP: 78775-000"
"Terra Santa-PA","18 917","","","Dr Lauro Sodré, 67 – Terra Santa – PA – CEP: 68285-000"
"Terra Roxa-SP","8 505","","","Avenida Cel Walter, 6 – Terra Roxa – SP – CEP: 14745-000"
"Terra Roxa-PR","17 439","","","Avenida Pres Costa e Silva, 95 – Centro – Terra Roxa – PR – CEP: 85990-000"
"Terra Rica-PR","15 256","","","Avenida Euclides da Cunha, 1120 – Terra Rica – PR – CEP: 87890-000"
"Terra Nova-PE","10 185","","","Praça Cel Jeremias Parentes de Sá, 21 – Terra Nova – PE – CEP: 56190-000"
"Terra Nova-BA","13 527","","","Rua Dr Flávio Godofredo Pacheco Pereira, 2 – Terra Nova – BA – CEP: 44270-000"
"Terra Nova do Norte-MT","10 616","","","Avenida 12 de Abril, 101 – Terra Nova do Norte – MT – CEP: 78505-000"
"Terra de Areia-RS","11 323","","","Rua Tancredo Neves, 500 – Terra de Areia – RS – CEP: 95535-000"
"Terra Boa-PR","17 568","","","Rua Pres Tancredo de Almeida Neves, 240 – Terra Boa – PR – CEP: 87240-000"
"Terra Alta-PA","11 262","","","Avenida Jarbas Passarinho, 123 – Terra Alta – PA – CEP: 68773-000"
"Terezópolis de Goiás-GO","7 897","","","Rua Alonso Félix, s/n – Terezópolis de Goiás – GO – CEP: 75175-000"
"Terezinha-PE","7 025","","","Avenida Getúlio Vargas, s/n – Terezinha – PE – CEP: 55305-000"
"Teresópolis-RJ","165 123","","","Avenida Feliciano Sodré, 675 – Teresópolis – RJ – CEP: 25953-001"
"Teresina-PI","866 300","","","Praça Marechal Deodoro, 860 palacio da cidade – Teresina – PI – CEP: 64000-160"
"Teresina de Goiás-GO","3 016","","","Praça Tiradentes, 43 – Teresina de Goiás – GO – CEP: 73795-000"
"Terenos-MS","17 567","","","Avenida Dr Antônio José Paniago, 119 – Terenos – MS – CEP: 79190-000"
"Teotônio Vilela-AL","38 053","","","Rua Pedro Cavalcante, 156 – Teotônio Vilela – AL – CEP: 57265-000"
"Teolândia-BA","12 798","","","Rua Antônio dos Santos, s/n – Teolândia – BA – CEP: 45465-000"
"Teófilo Otoni-MG","137 418","","","Avenida Luiz Boali Porto Salmam, 230 – Teófilo Otoni – MG – CEP: 39802-900"
"Teofilândia-BA","23 319","","","Praça José Luiz Ramos, 84 – Teofilândia – BA – CEP: 48770-000"
"Teodoro Sampaio-SP","7 110","","","Praça Antonio Evangelista da Silva, 1544 – Teodoro Sampaio – SP – CEP: 19280-000"
"Teodoro Sampaio-BA","23 273","","","Avenida Doutor Otávio de Araújo, 44 – Teodoro Sampaio – BA – CEP: 44280-000"
"Tenório-PB","3 103","","","Rua 14 de Agosto, 103 – Tenório – PB – CEP: 58665-000"
"Tenente Portela-RS","13 385","","","Praça Ten Portela, 23 – Tenente Portela – RS – CEP: 98500-000"
"Tenente Laurentino Cruz-RN","5 891","","","Avenida Francisco Amaral, s/n – Tenente Laurentino Cruz – RN – CEP: 59338-000"
"Tenente Ananias-RN","10 923","","","Rua Maria Arlinda, 39 – Tenente Ananias – RN – CEP: 59955-000"
"Telha-SE","3 274","","","Rua José Pereira da Silva, 81 – Telha – SE – CEP: 49910-000"
"Telêmaco Borba-PR","75 042","","","Praça Dr Horácio Klabin, 37 – Centro – Telêmaco Borba – PR – CEP: 84261-170"
"Tejupá-SP","4 809","","","Praça Domingos Sartori, 12 – Tejupá – SP – CEP: 18830-000"
"Tejuçuoca-CE","16 836","","","Rua Mamede Rodrigues Teixeira, s/n – Tejuçuoca – CE – CEP: 62610-000"
"Teixeirópolis-RO","4 893","","","Avenida Afonso Pena, 2280 – Teixeirópolis – RO – CEP: 76928-000"
"Teixeiras-MG","11 346","","","Rua Antônio Moreira Barros, 101 – Teixeiras – MG – CEP: 36580-000"
"Teixeira-PB","15 191","","","Praça Cassiano Rodrigues, 5 – Teixeira – PB – CEP: 58735-000"
"Teixeira Soares-PR","10 277","","","Rua XV de Novembro, 135 – Teixeira Soares – PR – CEP: 84530-000"
"Teixeira de Freitas-BA","145 223","","","Avenida Marechal Castelo Branco, 145 – Teixeira de Freitas – BA – CEP: 45995-041"
"Tefé-AM","59 250","","","Rua Olavo Bilac, 406 – Tefé – AM – CEP: 69470-000"
"Tavares-RS","5 484","","","Rua Abílio Vieira Paiva, 228 – Tavares – RS – CEP: 92290-000"
"Tavares-PB","14 759","","","Rua Ana Pereira Lima, s/n – Tavares – PB – CEP: 58753-000"
"Taubaté-SP","320 820","","","Avenida Tiradentes, 520 – Taubaté – SP – CEP: 12030-180"
"Tauá-CE","61 223","","","Centro Adm José Fernandes Castelo Rua Coronél Vicentel Alexandrino de Sousa 322 – Tauá – CE – CEP: 63660-000"
"Tatuí-SP","123 942","","","Avenida Cônego João Clímaco, 140 – Tatuí – SP – CEP: 18270-900"
"Tasso Fragoso-MA","8 862","","","Avenida Santos Dumont, s/n – Tasso Fragoso – MA – CEP: 65820-000"
"Tarumirim-MG","14 326","","","Rua Plautino Soares, 100 – Tarumirim – MG – CEP: 35140-000"
"Tarumã-SP","15 183","","","Rua Girassol, 201 – Tarumã – SP – CEP: 19820-000"
"Tartarugalzinho-AP","17 458","","","Avenida São Luiz, 840 – Tartarugalzinho – AP – CEP: 68990-000"
"Tarrafas-CE","8 910","","","Avenida Maria Luiza Leite Santos – Tarrafas – CE – CEP: 63145-000"
"Tarauacá-AC","41 976","","","Rua Cel Juvêncio Menezes, s/n – Tarauacá – AC – CEP: 69970-000"
"Tarabai-SP","7 395","","","Avenida Mal Castelo Branco, 2305 – Tarabai – SP – CEP: 19210-000"
"Taquarussu-MS","3 520","","","Rua Alcides São Vesso, 47 – Taquarussu – MS – CEP: 79765-000"
"Taquaruçu do Sul-RS","3 081","","","Rua do Comércio, 1424 – Taquaruçu do Sul – RS – CEP: 98410-000"
"Taquarivaí-SP","5 149","","","Rua Benedito Paulino Nogueira, 1 – Taquarivaí – SP – CEP: 18425-000"
"Taquarituba-SP","23 180","","","Rua São Benedito, 366 – Taquarituba – SP – CEP: 18740-000"
"Taquaritinga-SP","56 645","","","Avenida João de Jorge, 221 – Taquaritinga – SP – CEP: 15900-000"
"Taquaritinga do Norte-PE","27 592","","","Rua José Bezerra de Andrade 101 – Taquaritinga do Norte – PE – CEP: 55790-000"
"Taquari-RS","26 907","","","Rua Osvaldo Aranha, 1790 Cx postal 53 – Taquari – RS – CEP: 95860-000"
"Taquarana-AL","19 886","","","Praça João Paulo II, 4 – Taquarana – AL – CEP: 57640-000"
"Taquaral-SP","2 726","","","Rua do Cafezal, 530 – Taquaral – SP – CEP: 14765-000"
"Taquaral de Goiás-GO","3 540","","","Praça dos Três Poderes, 1000 – Taquaral de Goiás – GO – CEP: 76640-000"
"Taquaraçu de Minas-MG","3 792","","","Rua Dr Tancredo de Almeida Neves, 225 – Taquaraçu de Minas – MG – CEP: 33980-000"
"Taquara-RS","57 740","","","Rua Tristão Monteiro, 1278 – Taquara – RS – CEP: 95600-000"
"Tapurah-MT","15 205","","","Avenida Paraná, 1100 Praça da Juventude – Tapurah – MT – CEP: 78573-000"
"Tapiratiba-SP","12950","","","Praça Dona Esmeria, 65 – Tapiratiba – SP – CEP: 13760-000"
"Tapiramutá-BA","16 528","","","Praça João Américo de Oliveira, 331 – Tapiramutá – BA – CEP: 44840-000"
"Tapiraí-SP","7 850","","","Rua Augusto Moritz, 305 – Tapiraí – SP – CEP: 18180-000"
"Tapiraí-MG","1 873","","","Rua Vicente Lucas, 287 – Tapiraí – MG – CEP: 38980-000"
"Tapira-PR","5 834","","","Rua Paranaguá, 518 – Tapira – PR – CEP: 87830-000"
"Tapira-MG","4 832","","","Rua Cristino Ribeiro de Rezende, 32 – Centro – Tapira – MG – CEP: 38185-000"
"Tapes-RS","14659","","","Rua Cel Pacheco, 198 – Tapes – RS – CEP: 96760-000"
"Taperoá-PB","14 938","","","Avenida Getúlio Vargas, 84 – Taperoá – PB – CEP: 58680-000"
"Taperoá-BA","21 253","","","Praça da Bandeira, 138 – Taperoá – BA – CEP: 45430-000"
"Tapera-RS","10 569","","","Avenida Pres Tancredo Neves, 965 – Tapera – RS – CEP: 99490-000"
"Tapejara-RS","24 557","","","Rua do Comércio, 1468 – Tapejara – RS – CEP: 99950-000"
"Tapejara-PR","16 062","","","Avenida Pres Tancredo de Almeida Neves, 442 – Tapejara – PR – CEP: 87430-000"
"Tapauá-AM","16 876","","","Avenida Presidente Castelo Branco 361 – Tapauá – AM – CEP: 69480-000"
"Taparuba-MG","3 137","","","Avenida Arminda Medeiros, 141 – Taparuba – MG – CEP: 36953-000"
"Tanquinho-BA","8 510","","","Praça Aldo de Lima Pereira, 42 – Tanquinho – BA – CEP: 44160-000"
"Tanque Novo-BA","17 158","","","Avenida Pref Elson Neves de Oliveira, s/n – Tanque Novo – BA – CEP: 46580-000"
"Tanque do Piauí-PI","2 621","","","Rua Primeiro de Outubro, 168 – Tanque do Piauí – PI – CEP: 64512-000"
"Tanque d'Arca-AL","6 122","","","Praça Cel Francisco Euclídes, 20 – Tanque d’Arca – AL – CEP: 57635-000"
"Tanhaçu-BA","20 403","","","Praça Deputado Luis Eduardo Magalhães, s/n – Tanhaçu – BA – CEP: 46600-000"
"Tanguá-RJ","34 309","","","Rua Vereador Manoel Macedo, 680 – Tanguá – RJ – CEP: 24890-000"
"Tangará-SC","8 143","","","Avenida Irmãos Picolli, 267 – Tangará – SC – CEP: 89642-000"
"Tangará-RN","13 281","","","Rua Miguel Barbosa, s/n – Tangará – RN – CEP: 59240-000"
"Tangará da Serra-MT","106434","","","Avenida Brasil, 50 W – Caixa Postal 41 – Tangará da Serra – MT – CEP: 78300-000"
"Tanabi-SP","25 265","","","Rua Dr Cunha Júnior, 242 – Tanabi – SP – CEP: 15170-000"
"Tamboril-CE","26 225","","","Centro Administrativo 57 – CE – Tamboril – CE – CEP: 63750-000"
